name,home_url,sitemap_url,use_sitemap,active
bhaangarbhuin,https://bhaangarbhuin.com,,False,True
goanvarta,https://goanvarta.net,,False,True
livenewsgoa,https://livenewsgoa.com/category/konkani,,False,True
