name,home_url,sitemap_url,use_sitemap,active
sentinelassam,https://bodo.sentinelassam.com,,False,True
bodosanewspaper,https://bodosanewspaper.com,,False,True
bodoinfo,https://www.bodoinfo.com,,False,True
