name,home_url,sitemap_url,use_sitemap,active
poknapham,http://poknapham.in,,False,True
ireibak,https://ireibak.in/postlist.aspx,,False,True
thesangaiexpress,https://www.thesangaiexpress.com/manipuri,,False,True
